yyyymmdd,open,high,low,close,return
19500731,17.84000,17.84000,17.84000,17.84000,0.00848
19500801,18.02000,18.02000,18.02000,18.02000,0.01009
19500802,17.95000,17.95000,17.95000,17.95000,-0.00388
19500803,17.99000,17.99000,17.99000,17.99000,0.00223
19500804,18.14000,18.14000,18.14000,18.14000,0.00834
19500807,18.41000,18.41000,18.41000,18.41000,0.01488
19500808,18.46000,18.46000,18.46000,18.46000,0.00272
19500809,18.61000,18.61000,18.61000,18.61000,0.00813
19500810,18.48000,18.48000,18.48000,18.48000,-0.00699
19500811,18.28000,18.28000,18.28000,18.28000,-0.01082
19500814,18.29000,18.29000,18.29000,18.29000,0.00055
19500815,18.32000,18.32000,18.32000,18.32000,0.00164
19500816,18.34000,18.34000,18.34000,18.34000,0.00109
19500817,18.54000,18.54000,18.54000,18.54000,0.01091
19500818,18.68000,18.68000,18.68000,18.68000,0.00755
19500821,18.70000,18.70000,18.70000,18.70000,0.00107
19500822,18.68000,18.68000,18.68000,18.68000,-0.00107
19500823,18.82000,18.82000,18.82000,18.82000,0.00749
19500824,18.79000,18.79000,18.79000,18.79000,-0.00159
19500825,18.54000,18.54000,18.54000,18.54000,-0.01330
19500828,18.53000,18.53000,18.53000,18.53000,-0.00054
19500829,18.54000,18.54000,18.54000,18.54000,0.00054
19500830,18.43000,18.43000,18.43000,18.43000,-0.00593
19500831,18.42000,18.42000,18.42000,18.42000,-0.00054
19500901,18.55000,18.55000,18.55000,18.55000,0.00706
19500905,18.68000,18.68000,18.68000,18.68000,0.00701
19500906,18.54000,18.54000,18.54000,18.54000,-0.00749
19500907,18.59000,18.59000,18.59000,18.59000,0.00270
19500908,18.75000,18.75000,18.75000,18.75000,0.00861
19500911,18.61000,18.61000,18.61000,18.61000,-0.00747
19500912,18.87000,18.87000,18.87000,18.87000,0.01397
19500913,19.09000,19.09000,19.09000,19.09000,0.01166
19500914,19.18000,19.18000,19.18000,19.18000,0.00471
19500915,19.29000,19.29000,19.29000,19.29000,0.00574
19500918,19.37000,19.37000,19.37000,19.37000,0.00415
19500919,19.31000,19.31000,19.31000,19.31000,-0.00310
19500920,19.21000,19.21000,19.21000,19.21000,-0.00518
19500921,19.37000,19.37000,19.37000,19.37000,0.00833
19500922,19.44000,19.44000,19.44000,19.44000,0.00361
19500925,19.42000,19.42000,19.42000,19.42000,-0.00103
19500926,19.14000,19.14000,19.14000,19.14000,-0.01442
19500927,19.41000,19.41000,19.41000,19.41000,0.01411
19500928,19.42000,19.42000,19.42000,19.42000,0.00052
19500929,19.45000,19.45000,19.45000,19.45000,0.00154
19501002,19.69000,19.69000,19.69000,19.69000,0.01234
19501003,19.66000,19.66000,19.66000,19.66000,-0.00152
19501004,20.00000,20.00000,20.00000,20.00000,0.01729
19501005,19.89000,19.89000,19.89000,19.89000,-0.00550
19501006,20.12000,20.12000,20.12000,20.12000,0.01156
19501009,20.00000,20.00000,20.00000,20.00000,-0.00596
19501010,19.78000,19.78000,19.78000,19.78000,-0.01100
19501011,19.86000,19.86000,19.86000,19.86000,0.00404
19501013,19.85000,19.85000,19.85000,19.85000,-0.00050
19501016,19.71000,19.71000,19.71000,19.71000,-0.00705
19501017,19.89000,19.89000,19.89000,19.89000,0.00913
19501018,20.01000,20.01000,20.01000,20.01000,0.00603
19501019,20.02000,20.02000,20.02000,20.02000,0.00050
19501020,19.96000,19.96000,19.96000,19.96000,-0.00300
19501023,19.96000,19.96000,19.96000,19.96000,0.00000
19501024,20.08000,20.08000,20.08000,20.08000,0.00601
19501025,20.05000,20.05000,20.05000,20.05000,-0.00149
19501026,19.61000,19.61000,19.61000,19.61000,-0.02195
19501027,19.77000,19.77000,19.77000,19.77000,0.00816
19501030,19.61000,19.61000,19.61000,19.61000,-0.00809
19501031,19.53000,19.53000,19.53000,19.53000,-0.00408
19501101,19.56000,19.56000,19.56000,19.56000,0.00154
19501102,19.73000,19.73000,19.73000,19.73000,0.00869
19501103,19.85000,19.85000,19.85000,19.85000,0.00608
19501106,19.36000,19.36000,19.36000,19.36000,-0.02469
19501108,19.56000,19.56000,19.56000,19.56000,0.01033
19501109,19.79000,19.79000,19.79000,19.79000,0.01176
19501110,19.94000,19.94000,19.94000,19.94000,0.00758
19501113,20.01000,20.01000,20.01000,20.01000,0.00351
19501114,19.86000,19.86000,19.86000,19.86000,-0.00750
19501115,19.82000,19.82000,19.82000,19.82000,-0.00201
19501116,19.72000,19.72000,19.72000,19.72000,-0.00505
19501117,19.86000,19.86000,19.86000,19.86000,0.00710
19501120,19.93000,19.93000,19.93000,19.93000,0.00352
19501121,19.88000,19.88000,19.88000,19.88000,-0.00251
19501122,20.16000,20.16000,20.16000,20.16000,0.01408
19501124,20.32000,20.32000,20.32000,20.32000,0.00794
19501127,20.18000,20.18000,20.18000,20.18000,-0.00689
19501128,19.56000,19.56000,19.56000,19.56000,-0.03072
19501129,19.37000,19.37000,19.37000,19.37000,-0.00971
19501130,19.51000,19.51000,19.51000,19.51000,0.00723
19501201,19.66000,19.66000,19.66000,19.66000,0.00769
19501204,19.00000,19.00000,19.00000,19.00000,-0.03357
19501205,19.31000,19.31000,19.31000,19.31000,0.01632
19501206,19.45000,19.45000,19.45000,19.45000,0.00725
19501207,19.40000,19.40000,19.40000,19.40000,-0.00257
19501208,19.40000,19.40000,19.40000,19.40000,0.00000
19501211,19.72000,19.72000,19.72000,19.72000,0.01649
19501212,19.68000,19.68000,19.68000,19.68000,-0.00203
19501213,19.67000,19.67000,19.67000,19.67000,-0.00051
19501214,19.43000,19.43000,19.43000,19.43000,-0.01220
19501215,19.33000,19.33000,19.33000,19.33000,-0.00515
19501218,19.85000,19.85000,19.85000,19.85000,0.02690
19501219,19.96000,19.96000,19.96000,19.96000,0.00554
19501220,19.97000,19.97000,19.97000,19.97000,0.00050
19501221,19.98000,19.98000,19.98000,19.98000,0.00050
19501222,20.07000,20.07000,20.07000,20.07000,0.00450
19501226,19.92000,19.92000,19.92000,19.92000,-0.00747
19501227,20.30000,20.30000,20.30000,20.30000,0.01908
19501228,20.38000,20.38000,20.38000,20.38000,0.00394
19501229,20.43000,20.43000,20.43000,20.43000,0.00245
19510102,20.77000,20.77000,20.77000,20.77000,0.01664
19510103,20.69000,20.69000,20.69000,20.69000,-0.00385
19510104,20.87000,20.87000,20.87000,20.87000,0.00870
19510105,20.87000,20.87000,20.87000,20.87000,0.00000
19510108,21.00000,21.00000,21.00000,21.00000,0.00623
19510109,21.12000,21.12000,21.12000,21.12000,0.00571
19510110,20.85000,20.85000,20.85000,20.85000,-0.01278
19510111,21.19000,21.19000,21.19000,21.19000,0.01631
19510112,21.11000,21.11000,21.11000,21.11000,-0.00378
19510115,21.30000,21.30000,21.30000,21.30000,0.00900
19510116,21.46000,21.46000,21.46000,21.46000,0.00751
19510117,21.55000,21.55000,21.55000,21.55000,0.00419
19510118,21.40000,21.40000,21.40000,21.40000,-0.00696
19510119,21.36000,21.36000,21.36000,21.36000,-0.00187
19510122,21.18000,21.18000,21.18000,21.18000,-0.00843
19510123,21.26000,21.26000,21.26000,21.26000,0.00378
19510124,21.16000,21.16000,21.16000,21.16000,-0.00470
19510125,21.03000,21.03000,21.03000,21.03000,-0.00614
19510126,21.26000,21.26000,21.26000,21.26000,0.01094
19510129,21.67000,21.67000,21.67000,21.67000,0.01929
19510130,21.74000,21.74000,21.74000,21.74000,0.00323
19510131,21.66000,21.66000,21.66000,21.66000,-0.00368
19510201,21.77000,21.77000,21.77000,21.77000,0.00508
19510202,21.96000,21.96000,21.96000,21.96000,0.00873
19510205,22.20000,22.20000,22.20000,22.20000,0.01093
19510206,22.12000,22.12000,22.12000,22.12000,-0.00360
19510207,21.99000,21.99000,21.99000,21.99000,-0.00588
19510208,22.09000,22.09000,22.09000,22.09000,0.00455
19510209,22.17000,22.17000,22.17000,22.17000,0.00362
19510213,22.18000,22.18000,22.18000,22.18000,0.00045
19510214,22.12000,22.12000,22.12000,22.12000,-0.00271
19510215,22.00000,22.00000,22.00000,22.00000,-0.00543
19510216,22.13000,22.13000,22.13000,22.13000,0.00591
19510219,21.83000,21.83000,21.83000,21.83000,-0.01356
19510220,21.79000,21.79000,21.79000,21.79000,-0.00183
19510221,21.86000,21.86000,21.86000,21.86000,0.00321
19510223,21.92000,21.92000,21.92000,21.92000,0.00274
19510226,21.93000,21.93000,21.93000,21.93000,0.00046
19510227,21.76000,21.76000,21.76000,21.76000,-0.00775
19510228,21.80000,21.80000,21.80000,21.80000,0.00184
19510301,21.85000,21.85000,21.85000,21.85000,0.00229
19510302,21.93000,21.93000,21.93000,21.93000,0.00366
19510305,21.79000,21.79000,21.79000,21.79000,-0.00638
19510306,21.79000,21.79000,21.79000,21.79000,0.00000
19510307,21.86000,21.86000,21.86000,21.86000,0.00321
19510308,21.95000,21.95000,21.95000,21.95000,0.00412
19510309,21.95000,21.95000,21.95000,21.95000,0.00000
19510312,21.70000,21.70000,21.70000,21.70000,-0.01139
19510313,21.41000,21.41000,21.41000,21.41000,-0.01336
19510314,21.25000,21.25000,21.25000,21.25000,-0.00747
19510315,21.29000,21.29000,21.29000,21.29000,0.00188
19510316,21.64000,21.64000,21.64000,21.64000,0.01644
19510319,21.56000,21.56000,21.56000,21.56000,-0.00370
19510320,21.52000,21.52000,21.52000,21.52000,-0.00186
19510321,21.64000,21.64000,21.64000,21.64000,0.00558
19510322,21.73000,21.73000,21.73000,21.73000,0.00416
19510326,21.53000,21.53000,21.53000,21.53000,-0.00920
19510327,21.51000,21.51000,21.51000,21.51000,-0.00093
19510328,21.26000,21.26000,21.26000,21.26000,-0.01162
19510329,21.33000,21.33000,21.33000,21.33000,0.00329
19510330,21.48000,21.48000,21.48000,21.48000,0.00703
19510402,21.32000,21.32000,21.32000,21.32000,-0.00745
19510403,21.26000,21.26000,21.26000,21.26000,-0.00281
19510404,21.40000,21.40000,21.40000,21.40000,0.00659
19510405,21.69000,21.69000,21.69000,21.69000,0.01355
19510406,21.72000,21.72000,21.72000,21.72000,0.00138
19510409,21.68000,21.68000,21.68000,21.68000,-0.00184
19510410,21.65000,21.65000,21.65000,21.65000,-0.00138
19510411,21.64000,21.64000,21.64000,21.64000,-0.00046
19510412,21.83000,21.83000,21.83000,21.83000,0.00878
19510413,22.09000,22.09000,22.09000,22.09000,0.01191
19510416,22.04000,22.04000,22.04000,22.04000,-0.00226
19510417,22.09000,22.09000,22.09000,22.09000,0.00227
19510418,22.13000,22.13000,22.13000,22.13000,0.00181
19510419,22.04000,22.04000,22.04000,22.04000,-0.00407
19510420,22.04000,22.04000,22.04000,22.04000,0.00000
19510423,22.05000,22.05000,22.05000,22.05000,0.00045
19510424,21.96000,21.96000,21.96000,21.96000,-0.00408
19510425,21.97000,21.97000,21.97000,21.97000,0.00046
19510426,22.16000,22.16000,22.16000,22.16000,0.00865
19510427,22.39000,22.39000,22.39000,22.39000,0.01038
19510430,22.43000,22.43000,22.43000,22.43000,0.00179
19510501,22.53000,22.53000,22.53000,22.53000,0.00446
19510502,22.62000,22.62000,22.62000,22.62000,0.00399
19510503,22.81000,22.81000,22.81000,22.81000,0.00840
19510504,22.77000,22.77000,22.77000,22.77000,-0.00175
19510507,22.63000,22.63000,22.63000,22.63000,-0.00615
19510508,22.61000,22.61000,22.61000,22.61000,-0.00088
19510509,22.64000,22.64000,22.64000,22.64000,0.00133
19510510,22.51000,22.51000,22.51000,22.51000,-0.00574
19510511,22.33000,22.33000,22.33000,22.33000,-0.00800
19510514,22.18000,22.18000,22.18000,22.18000,-0.00672
19510515,21.76000,21.76000,21.76000,21.76000,-0.01894
19510516,21.69000,21.69000,21.69000,21.69000,-0.00322
19510517,21.91000,21.91000,21.91000,21.91000,0.01014
19510518,21.51000,21.51000,21.51000,21.51000,-0.01826
19510521,21.46000,21.46000,21.46000,21.46000,-0.00232
19510522,21.36000,21.36000,21.36000,21.36000,-0.00466
19510523,21.16000,21.16000,21.16000,21.16000,-0.00936
19510524,21.05000,21.05000,21.05000,21.05000,-0.00520
19510525,21.03000,21.03000,21.03000,21.03000,-0.00095
19510528,21.21000,21.21000,21.21000,21.21000,0.00856
19510529,21.35000,21.35000,21.35000,21.35000,0.00660
19510531,21.52000,21.52000,21.52000,21.52000,0.00796
19510601,21.48000,21.48000,21.48000,21.48000,-0.00186
19510604,21.24000,21.24000,21.24000,21.24000,-0.01117
19510605,21.33000,21.33000,21.33000,21.33000,0.00424
19510606,21.48000,21.48000,21.48000,21.48000,0.00703
19510607,21.56000,21.56000,21.56000,21.56000,0.00372
19510608,21.49000,21.49000,21.49000,21.49000,-0.00325
19510611,21.61000,21.61000,21.61000,21.61000,0.00558
19510612,21.52000,21.52000,21.52000,21.52000,-0.00416
19510613,21.55000,21.55000,21.55000,21.55000,0.00139
19510614,21.84000,21.84000,21.84000,21.84000,0.01346
19510615,22.04000,22.04000,22.04000,22.04000,0.00916
19510618,22.05000,22.05000,22.05000,22.05000,0.00045
19510619,22.02000,22.02000,22.02000,22.02000,-0.00136
19510620,21.91000,21.91000,21.91000,21.91000,-0.00500
19510621,21.78000,21.78000,21.78000,21.78000,-0.00593
19510622,21.55000,21.55000,21.55000,21.55000,-0.01056
19510625,21.29000,21.29000,21.29000,21.29000,-0.01206
19510626,21.30000,21.30000,21.30000,21.30000,0.00047
19510627,21.37000,21.37000,21.37000,21.37000,0.00329
19510628,21.10000,21.10000,21.10000,21.10000,-0.01263
19510629,20.96000,20.96000,20.96000,20.96000,-0.00664
19510702,21.10000,21.10000,21.10000,21.10000,0.00668
19510703,21.23000,21.23000,21.23000,21.23000,0.00616
19510705,21.64000,21.64000,21.64000,21.64000,0.01931
19510706,21.64000,21.64000,21.64000,21.64000,0.00000
19510709,21.73000,21.73000,21.73000,21.73000,0.00416
19510710,21.63000,21.63000,21.63000,21.63000,-0.00460
19510711,21.68000,21.68000,21.68000,21.68000,0.00231
19510712,21.80000,21.80000,21.80000,21.80000,0.00554
19510713,21.98000,21.98000,21.98000,21.98000,0.00826
19510716,21.73000,21.73000,21.73000,21.73000,-0.01137
19510717,21.92000,21.92000,21.92000,21.92000,0.00874
19510718,21.88000,21.88000,21.88000,21.88000,-0.00182
19510719,21.84000,21.84000,21.84000,21.84000,-0.00183
19510720,21.88000,21.88000,21.88000,21.88000,0.00183
19510723,22.10000,22.10000,22.10000,22.10000,0.01005
19510724,22.44000,22.44000,22.44000,22.44000,0.01538
19510725,22.32000,22.32000,22.32000,22.32000,-0.00535
19510726,22.47000,22.47000,22.47000,22.47000,0.00672
19510727,22.53000,22.53000,22.53000,22.53000,0.00267
19510730,22.63000,22.63000,22.63000,22.63000,0.00444
19510731,22.40000,22.40000,22.40000,22.40000,-0.01016
19510801,22.51000,22.51000,22.51000,22.51000,0.00491
19510802,22.82000,22.82000,22.82000,22.82000,0.01377
19510803,22.85000,22.85000,22.85000,22.85000,0.00131
19510806,23.01000,23.01000,23.01000,23.01000,0.00700
19510807,23.03000,23.03000,23.03000,23.03000,0.00087
19510808,22.93000,22.93000,22.93000,22.93000,-0.00434
19510809,22.84000,22.84000,22.84000,22.84000,-0.00392
19510810,22.79000,22.79000,22.79000,22.79000,-0.00219
19510813,22.80000,22.80000,22.80000,22.80000,0.00044
19510814,22.70000,22.70000,22.70000,22.70000,-0.00439
19510815,22.79000,22.79000,22.79000,22.79000,0.00396
19510816,22.87000,22.87000,22.87000,22.87000,0.00351
19510817,22.94000,22.94000,22.94000,22.94000,0.00306
19510820,22.93000,22.93000,22.93000,22.93000,-0.00044
19510821,22.83000,22.83000,22.83000,22.83000,-0.00436
19510822,22.75000,22.75000,22.75000,22.75000,-0.00350
19510823,22.90000,22.90000,22.90000,22.90000,0.00659
19510824,22.88000,22.88000,22.88000,22.88000,-0.00087
19510827,22.85000,22.85000,22.85000,22.85000,-0.00131
19510828,22.90000,22.90000,22.90000,22.90000,0.00219
19510829,23.08000,23.08000,23.08000,23.08000,0.00786
19510830,23.24000,23.24000,23.24000,23.24000,0.00693
19510831,23.28000,23.28000,23.28000,23.28000,0.00172
19510904,23.28000,23.28000,23.28000,23.28000,0.00000
19510905,23.42000,23.42000,23.42000,23.42000,0.00601
19510906,23.47000,23.47000,23.47000,23.47000,0.00213
19510907,23.53000,23.53000,23.53000,23.53000,0.00256
19510910,23.62000,23.62000,23.62000,23.62000,0.00382
19510911,23.50000,23.50000,23.50000,23.50000,-0.00508
19510912,23.60000,23.60000,23.60000,23.60000,0.00426
19510913,23.71000,23.71000,23.71000,23.71000,0.00466
19510914,23.69000,23.69000,23.69000,23.69000,-0.00084
19510917,23.62000,23.62000,23.62000,23.62000,-0.00295
19510918,23.59000,23.59000,23.59000,23.59000,-0.00127
19510919,23.59000,23.59000,23.59000,23.59000,0.00000
19510920,23.57000,23.57000,23.57000,23.57000,-0.00085
19510921,23.40000,23.40000,23.40000,23.40000,-0.00721
19510924,23.30000,23.30000,23.30000,23.30000,-0.00427
19510925,23.38000,23.38000,23.38000,23.38000,0.00343
19510926,23.40000,23.40000,23.40000,23.40000,0.00086
19510927,23.27000,23.27000,23.27000,23.27000,-0.00556
19510928,23.26000,23.26000,23.26000,23.26000,-0.00043
19511001,23.47000,23.47000,23.47000,23.47000,0.00903
19511002,23.64000,23.64000,23.64000,23.64000,0.00724
19511003,23.79000,23.79000,23.79000,23.79000,0.00635
19511004,23.72000,23.72000,23.72000,23.72000,-0.00294
19511005,23.78000,23.78000,23.78000,23.78000,0.00253
19511008,23.75000,23.75000,23.75000,23.75000,-0.00126
19511009,23.65000,23.65000,23.65000,23.65000,-0.00421
19511010,23.61000,23.61000,23.61000,23.61000,-0.00169
19511011,23.70000,23.70000,23.70000,23.70000,0.00381
19511015,23.85000,23.85000,23.85000,23.85000,0.00633
19511016,23.77000,23.77000,23.77000,23.77000,-0.00335
19511017,23.69000,23.69000,23.69000,23.69000,-0.00337
19511018,23.67000,23.67000,23.67000,23.67000,-0.00084
19511019,23.32000,23.32000,23.32000,23.32000,-0.01479
19511022,22.75000,22.75000,22.75000,22.75000,-0.02444
19511023,22.84000,22.84000,22.84000,22.84000,0.00396
19511024,23.03000,23.03000,23.03000,23.03000,0.00832
19511025,22.96000,22.96000,22.96000,22.96000,-0.00304
19511026,22.81000,22.81000,22.81000,22.81000,-0.00653
19511029,22.69000,22.69000,22.69000,22.69000,-0.00526
19511030,22.66000,22.66000,22.66000,22.66000,-0.00132
19511031,22.94000,22.94000,22.94000,22.94000,0.01236
19511101,23.10000,23.10000,23.10000,23.10000,0.00697
19511102,22.93000,22.93000,22.93000,22.93000,-0.00736
19511105,22.82000,22.82000,22.82000,22.82000,-0.00480
19511107,22.49000,22.49000,22.49000,22.49000,-0.01446
19511108,22.47000,22.47000,22.47000,22.47000,-0.00089
19511109,22.75000,22.75000,22.75000,22.75000,0.01246
19511113,22.79000,22.79000,22.79000,22.79000,0.00176
19511114,22.85000,22.85000,22.85000,22.85000,0.00263
19511115,22.84000,22.84000,22.84000,22.84000,-0.00044
19511116,22.82000,22.82000,22.82000,22.82000,-0.00088
19511119,22.73000,22.73000,22.73000,22.73000,-0.00394
19511120,22.68000,22.68000,22.68000,22.68000,-0.00220
19511121,22.64000,22.64000,22.64000,22.64000,-0.00176
19511123,22.40000,22.40000,22.40000,22.40000,-0.01060
19511126,22.43000,22.43000,22.43000,22.43000,0.00134
19511127,22.66000,22.66000,22.66000,22.66000,0.01025
