yyyymmdd,open,high,low,close,return
19720404,107.48000,108.62000,106.77000,108.12000,0.00595
19720405,108.12000,109.64000,107.96000,109.00000,0.00814
19720406,109.00000,110.29000,108.53000,109.53000,0.00486
19720407,109.53000,110.15000,108.53000,109.62000,0.00082
19720410,109.62000,110.54000,108.89000,109.45000,-0.00155
19720411,109.45000,110.38000,108.76000,109.76000,0.00283
19720412,109.76000,111.11000,109.36000,110.18000,0.00383
19720413,110.18000,110.79000,109.37000,109.91000,-0.00245
19720414,109.91000,110.56000,109.07000,109.84000,-0.00064
19720417,109.84000,110.22000,108.77000,109.51000,-0.00300
19720418,109.51000,110.64000,109.02000,109.77000,0.00237
19720419,109.77000,110.35000,108.71000,109.20000,-0.00519
19720420,109.20000,109.69000,108.08000,109.04000,-0.00147
19720421,109.04000,109.92000,108.30000,108.89000,-0.00138
19720424,108.89000,109.19000,107.62000,108.19000,-0.00643
19720425,108.19000,108.29000,106.70000,107.12000,-0.00989
19720426,107.12000,107.89000,106.18000,106.89000,-0.00215
19720427,106.89000,107.89000,106.42000,107.05000,0.00150
19720428,107.05000,108.28000,106.70000,107.67000,0.00579
19720501,107.67000,108.00000,106.30000,106.69000,-0.00910
19720502,106.69000,107.37000,105.55000,106.08000,-0.00572
19720503,106.08000,107.24000,105.44000,105.99000,-0.00085
19720504,105.99000,106.81000,105.14000,106.25000,0.00245
19720505,106.25000,107.33000,105.70000,106.63000,0.00358
19720508,106.63000,106.81000,105.36000,106.14000,-0.00460
19720509,106.06000,106.06000,103.83000,104.74000,-0.01319
19720510,104.74000,106.10000,104.43000,105.42000,0.00649
19720511,105.42000,106.45000,104.90000,105.77000,0.00332
19720512,105.77000,107.02000,105.49000,106.38000,0.00577
19720515,106.38000,107.45000,106.06000,106.86000,0.00451
19720516,106.86000,107.55000,106.13000,106.66000,-0.00187
19720517,106.66000,107.38000,106.02000,106.89000,0.00216
19720518,106.89000,108.39000,106.72000,107.94000,0.00982
19720519,107.94000,109.59000,107.74000,108.98000,0.00963
19720522,108.98000,110.37000,108.79000,109.69000,0.00651
19720523,109.69000,110.46000,108.91000,109.78000,0.00082
19720524,109.78000,111.07000,109.39000,110.31000,0.00483
19720525,110.31000,111.20000,109.67000,110.46000,0.00136
19720526,110.46000,111.31000,109.84000,110.66000,0.00181
19720530,110.66000,111.48000,109.78000,110.35000,-0.00280
19720531,110.35000,110.52000,108.92000,109.53000,-0.00743
19720601,109.53000,110.35000,108.97000,109.69000,0.00146
19720602,109.69000,110.51000,108.93000,109.73000,0.00036
19720605,109.73000,109.92000,108.28000,108.82000,-0.00829
19720606,108.82000,109.32000,107.71000,108.21000,-0.00561
19720607,108.21000,108.52000,106.91000,107.65000,-0.00518
19720608,107.65000,108.52000,106.90000,107.28000,-0.00344
19720609,107.28000,107.68000,106.30000,106.86000,-0.00391
19720612,106.86000,107.92000,106.29000,107.01000,0.00140
19720613,107.01000,108.03000,106.38000,107.55000,0.00505
19720614,107.55000,109.15000,107.38000,108.39000,0.00781
19720615,108.39000,109.52000,107.78000,108.44000,0.00046
19720616,108.44000,108.94000,107.54000,108.36000,-0.00074
19720619,108.36000,108.78000,107.37000,108.11000,-0.00231
19720620,108.11000,109.12000,107.64000,108.56000,0.00416
19720621,108.56000,109.66000,107.98000,108.79000,0.00212
19720622,108.79000,109.26000,107.62000,108.68000,-0.00101
19720623,108.68000,109.33000,107.69000,108.27000,-0.00377
19720626,108.23000,108.23000,106.68000,107.48000,-0.00730
19720627,107.48000,108.29000,106.70000,107.37000,-0.00102
19720628,107.37000,107.87000,106.49000,107.02000,-0.00326
19720629,107.02000,107.47000,105.94000,106.82000,-0.00187
19720630,106.82000,107.91000,106.40000,107.14000,0.00300
19720703,107.14000,107.95000,106.72000,107.49000,0.00327
19720705,107.49000,108.80000,107.14000,108.10000,0.00567
19720706,108.28000,110.27000,108.28000,109.04000,0.00870
19720707,109.04000,109.66000,108.16000,108.69000,-0.00321
19720710,108.69000,109.16000,107.62000,108.11000,-0.00534
19720711,108.11000,108.35000,106.87000,107.32000,-0.00731
19720712,107.32000,108.15000,106.42000,106.89000,-0.00401
19720713,106.89000,107.30000,105.62000,106.28000,-0.00571
19720714,106.28000,107.58000,105.77000,106.80000,0.00489
19720717,106.80000,107.37000,105.55000,105.88000,-0.00861
19720718,105.88000,106.40000,104.43000,105.83000,-0.00047
19720719,105.83000,107.36000,105.47000,106.14000,0.00293
19720720,106.14000,106.68000,105.12000,105.81000,-0.00311
19720721,105.81000,107.05000,104.99000,106.66000,0.00803
19720724,106.66000,108.67000,106.63000,107.92000,0.01181
19720725,107.92000,108.88000,107.06000,107.60000,-0.00297
19720726,107.60000,108.42000,106.79000,107.53000,-0.00065
19720727,107.53000,108.31000,106.61000,107.28000,-0.00232
19720728,107.28000,108.03000,106.52000,107.38000,0.00093
19720731,107.38000,108.06000,106.60000,107.39000,0.00009
19720801,107.39000,108.85000,107.06000,108.40000,0.00941
19720802,108.40000,109.85000,108.12000,109.29000,0.00821
19720803,109.29000,110.88000,108.90000,110.14000,0.00778
19720804,110.14000,111.12000,109.37000,110.43000,0.00263
19720807,110.43000,111.38000,109.69000,110.61000,0.00163
19720808,110.61000,111.32000,109.67000,110.69000,0.00072
19720809,110.69000,111.57000,109.98000,110.86000,0.00154
19720810,110.86000,111.68000,110.09000,111.05000,0.00171
19720811,111.05000,112.40000,110.52000,111.95000,0.00810
19720814,111.95000,113.45000,111.66000,112.55000,0.00536
19720815,112.55000,113.04000,111.27000,112.06000,-0.00435
19720816,112.06000,112.80000,110.87000,111.66000,-0.00357
19720817,111.66000,112.41000,110.72000,111.34000,-0.00287
19720818,111.34000,112.53000,110.81000,111.76000,0.00377
19720821,111.76000,112.74000,110.75000,111.72000,-0.00036
19720822,111.72000,113.16000,111.28000,112.41000,0.00618
19720823,112.41000,113.27000,111.30000,112.26000,-0.00133
19720824,112.26000,112.81000,110.62000,111.02000,-0.01105
19720825,111.02000,111.53000,109.78000,110.67000,-0.00315
19720828,110.67000,111.24000,109.71000,110.23000,-0.00398
19720829,110.23000,111.02000,109.26000,110.41000,0.00163
19720830,110.41000,111.33000,109.90000,110.57000,0.00145
19720831,110.57000,111.52000,110.08000,111.09000,0.00470
19720901,111.09000,112.12000,110.70000,111.51000,0.00378
19720905,111.51000,112.08000,110.75000,111.23000,-0.00251
19720906,111.23000,111.38000,110.04000,110.55000,-0.00611
19720907,110.55000,111.06000,109.71000,110.29000,-0.00235
19720908,110.29000,110.90000,109.67000,110.15000,-0.00127
19720911,110.15000,110.57000,109.01000,109.51000,-0.00581
19720912,109.51000,109.84000,107.81000,108.47000,-0.00950
19720913,108.47000,109.36000,107.84000,108.90000,0.00396
19720914,108.90000,109.64000,108.21000,108.93000,0.00028
19720915,108.93000,109.49000,108.10000,108.81000,-0.00110
19720918,108.81000,109.22000,107.86000,108.61000,-0.00184
19720919,108.61000,109.57000,108.08000,108.55000,-0.00055
19720920,108.55000,109.12000,107.84000,108.60000,0.00046
19720921,108.60000,109.13000,107.75000,108.43000,-0.00157
19720922,108.43000,109.20000,107.72000,108.52000,0.00083
19720925,108.52000,109.09000,107.67000,108.05000,-0.00433
19720926,108.05000,108.97000,107.35000,108.12000,0.00065
19720927,108.12000,109.92000,107.79000,109.66000,0.01424
19720928,109.66000,110.75000,108.75000,110.35000,0.00629
19720929,110.35000,110.55000,108.05000,110.55000,0.00181
19721002,110.55000,110.98000,109.49000,110.16000,-0.00353
19721003,110.16000,110.90000,109.47000,110.30000,0.00127
19721004,110.30000,111.35000,109.58000,110.09000,-0.00190
19721005,110.09000,110.52000,108.49000,108.89000,-0.01090
19721006,108.89000,110.49000,107.78000,109.62000,0.00670
19721009,109.62000,110.44000,109.28000,109.90000,0.00255
19721010,109.90000,111.11000,109.32000,109.99000,0.00082
19721011,109.99000,110.51000,108.77000,109.50000,-0.00445
19721012,109.50000,109.69000,108.03000,108.60000,-0.00822
19721013,108.60000,108.88000,107.17000,107.92000,-0.00626
19721016,107.92000,108.40000,106.38000,106.77000,-0.01066
19721017,106.77000,108.04000,106.27000,107.50000,0.00684
19721018,107.50000,109.11000,107.36000,108.19000,0.00642
19721019,108.19000,108.81000,107.40000,108.05000,-0.00129
19721020,108.05000,109.79000,107.59000,109.24000,0.01101
19721023,109.51000,111.10000,109.51000,110.35000,0.01016
19721024,110.35000,111.34000,109.38000,110.81000,0.00417
19721025,110.81000,111.56000,109.96000,110.72000,-0.00081
19721026,110.72000,112.26000,110.26000,110.99000,0.00244
19721027,110.99000,111.62000,109.99000,110.62000,-0.00333
19721030,110.62000,111.19000,109.66000,110.59000,-0.00027
19721031,110.59000,112.05000,110.40000,111.58000,0.00895
19721101,111.58000,113.31000,111.32000,112.67000,0.00977
19721102,112.67000,113.81000,111.96000,113.23000,0.00497
19721103,113.23000,114.81000,112.71000,114.22000,0.00874
19721106,114.22000,115.17000,112.91000,113.98000,-0.00210
19721108,113.98000,115.23000,112.77000,113.35000,-0.00553
19721109,113.35000,114.11000,112.08000,113.50000,0.00132
19721110,113.50000,115.15000,112.85000,113.73000,0.00203
19721113,113.73000,114.75000,112.91000,113.90000,0.00149
19721114,113.90000,115.41000,113.36000,114.95000,0.00922
19721115,114.95000,116.07000,113.87000,114.50000,-0.00391
19721116,114.50000,115.57000,113.73000,115.13000,0.00550
19721117,115.13000,116.23000,114.44000,115.49000,0.00313
19721120,115.49000,116.25000,114.57000,115.53000,0.00035
19721121,115.53000,116.84000,115.04000,116.21000,0.00589
19721122,116.21000,117.61000,115.67000,116.90000,0.00594
19721124,116.90000,117.91000,116.19000,117.27000,0.00317
19721127,117.27000,117.55000,115.66000,116.72000,-0.00469
19721128,116.72000,117.48000,115.78000,116.47000,-0.00214
19721129,116.47000,117.14000,115.56000,116.52000,0.00043
19721130,116.52000,117.39000,115.74000,116.67000,0.00129
19721201,116.67000,118.18000,116.29000,117.38000,0.00609
19721204,117.38000,118.54000,116.99000,117.77000,0.00332
19721205,117.77000,118.42000,116.89000,117.58000,-0.00161
19721206,117.58000,118.56000,116.90000,118.01000,0.00366
19721207,118.01000,119.17000,117.57000,118.60000,0.00500
19721208,118.60000,119.54000,117.92000,118.86000,0.00219
19721211,118.86000,119.78000,118.24000,119.12000,0.00219
19721212,119.12000,119.79000,118.09000,118.66000,-0.00386
19721213,118.66000,119.23000,117.77000,118.56000,-0.00084
19721214,118.56000,119.19000,117.63000,118.24000,-0.00270
19721215,118.24000,119.25000,117.37000,118.26000,0.00017
19721218,117.88000,117.88000,115.89000,116.90000,-0.01150
19721219,116.90000,117.37000,115.69000,116.34000,-0.00479
19721220,116.34000,117.13000,115.38000,115.95000,-0.00335
19721221,115.95000,116.60000,114.63000,115.11000,-0.00724
19721222,115.11000,116.40000,114.78000,115.83000,0.00625
19721226,115.83000,116.87000,115.54000,116.30000,0.00406
19721227,116.30000,117.55000,115.89000,116.93000,0.00542
19721229,116.93000,118.77000,116.70000,118.05000,0.00958
19730102,118.06000,119.90000,118.06000,119.10000,0.00889
19730103,119.10000,120.45000,118.69000,119.57000,0.00395
19730104,119.57000,120.17000,118.12000,119.40000,-0.00142
19730105,119.40000,120.71000,118.88000,119.87000,0.00394
19730108,119.87000,120.55000,119.04000,119.85000,-0.00017
19730109,119.85000,120.40000,118.89000,119.73000,-0.00100
19730110,119.73000,120.44000,118.78000,119.43000,-0.00251
19730111,119.43000,121.74000,119.01000,120.24000,0.00678
19730112,120.24000,121.27000,118.69000,119.30000,-0.00782
19730115,119.30000,120.82000,118.04000,118.44000,-0.00721
19730116,118.44000,119.17000,117.04000,118.14000,-0.00253
19730117,118.14000,119.35000,117.61000,118.68000,0.00457
19730118,118.68000,119.93000,118.15000,118.85000,0.00143
19730119,118.85000,119.45000,117.46000,118.78000,-0.00059
19730122,118.78000,119.63000,117.72000,118.21000,-0.00480
19730123,118.21000,119.00000,116.84000,118.22000,0.00008
19730124,118.22000,119.04000,116.09000,116.73000,-0.01260
19730126,116.73000,117.29000,114.97000,116.45000,-0.00240
19730129,116.45000,117.18000,115.13000,116.01000,-0.00378
19730130,116.01000,117.11000,115.26000,115.83000,-0.00155
19730131,115.83000,116.84000,115.05000,116.03000,0.00173
19730201,116.03000,117.01000,114.26000,114.76000,-0.01095
19730202,114.76000,115.40000,113.45000,114.35000,-0.00357
19730205,114.35000,115.15000,113.62000,114.23000,-0.00105
19730206,114.23000,115.33000,113.45000,114.45000,0.00193
19730207,114.45000,115.48000,113.24000,113.66000,-0.00690
19730208,113.66000,114.05000,111.85000,113.16000,-0.00440
19730209,113.16000,115.20000,113.08000,114.68000,0.01343
19730212,114.69000,116.66000,114.69000,116.06000,0.01203
19730213,116.09000,118.98000,116.09000,116.78000,0.00620
19730214,116.78000,116.92000,114.52000,115.10000,-0.01439
19730215,115.10000,115.68000,113.70000,114.45000,-0.00565
19730216,114.45000,115.47000,113.73000,114.98000,0.00463
19730220,114.98000,116.26000,114.57000,115.40000,0.00365
19730221,115.40000,116.01000,114.13000,114.69000,-0.00615
19730222,114.69000,115.20000,113.44000,114.44000,-0.00218
19730223,114.44000,114.67000,112.77000,113.16000,-0.01118
19730226,113.16000,113.26000,111.15000,112.19000,-0.00857
19730227,112.19000,112.90000,110.50000,110.90000,-0.01150
19730228,110.90000,112.21000,109.80000,111.68000,0.00703
19730301,111.68000,112.98000,110.68000,111.05000,-0.00564
19730302,111.05000,112.62000,109.45000,112.28000,0.01108
19730305,112.28000,113.43000,111.33000,112.68000,0.00356
19730306,112.68000,114.71000,112.57000,114.10000,0.01260
19730307,114.10000,115.12000,112.83000,114.45000,0.00307
19730308,114.45000,115.23000,113.57000,114.23000,-0.00192
19730309,114.23000,114.55000,112.93000,113.79000,-0.00385
19730312,113.79000,114.80000,113.25000,113.86000,0.00062
19730313,113.86000,115.05000,113.32000,114.48000,0.00545
19730314,114.48000,115.61000,113.97000,114.98000,0.00437
19730315,114.98000,115.47000,113.77000,114.12000,-0.00748
19730316,114.12000,114.62000,112.84000,113.54000,-0.00508
19730319,113.50000,113.50000,111.65000,112.17000,-0.01207
19730320,112.17000,112.68000,111.02000,111.95000,-0.00196
19730321,111.95000,112.81000,110.17000,110.49000,-0.01304
19730322,110.39000,110.39000,108.19000,108.84000,-0.01493
19730323,108.84000,109.97000,107.41000,108.88000,0.00037
19730326,108.88000,110.40000,108.29000,109.84000,0.00882
19730327,109.95000,112.07000,109.95000,111.56000,0.01566
19730328,111.56000,112.47000,110.54000,111.62000,0.00054
19730329,111.62000,113.22000,111.07000,112.71000,0.00977
19730330,112.71000,112.87000,110.89000,111.52000,-0.01056
19730402,111.52000,111.70000,109.68000,110.18000,-0.01202
19730403,110.18000,110.35000,108.47000,109.24000,-0.00853
19730404,109.24000,109.96000,108.10000,108.77000,-0.00430
19730405,108.77000,109.15000,107.44000,108.52000,-0.00230
19730406,108.52000,110.04000,108.22000,109.28000,0.00700
19730409,109.28000,111.24000,108.74000,110.86000,0.01446
19730410,110.92000,112.85000,110.92000,112.21000,0.01218
19730411,112.21000,113.27000,111.21000,112.68000,0.00419
19730412,112.68000,113.65000,111.83000,112.58000,-0.00089
19730413,112.58000,112.91000,111.23000,112.08000,-0.00444
19730416,112.08000,112.61000,110.91000,111.44000,-0.00571
19730417,111.44000,111.81000,110.19000,110.94000,-0.00449
19730418,110.94000,112.03000,109.99000,111.54000,0.00541
19730419,111.54000,112.93000,111.06000,112.17000,0.00565
19730423,112.17000,112.66000,110.91000,111.57000,-0.00535
19730424,111.57000,111.89000,109.64000,109.99000,-0.01416
19730425,109.82000,109.82000,107.79000,108.34000,-0.01500
19730426,108.34000,109.66000,107.14000,108.89000,0.00508
19730427,108.89000,109.28000,106.76000,107.23000,-0.01524
19730430,107.23000,107.90000,105.44000,106.97000,-0.00242
19730501,106.97000,108.00000,105.34000,107.10000,0.00122
19730502,107.10000,109.06000,106.95000,108.43000,0.01242
19730503,108.43000,110.64000,106.81000,110.22000,0.01651
19730504,110.22000,111.99000,109.89000,111.00000,0.00708
19730507,111.00000,111.38000,109.68000,110.53000,-0.00423
19730508,110.53000,111.72000,109.46000,111.25000,0.00651
19730509,111.25000,112.25000,109.97000,110.44000,-0.00728
19730510,110.44000,110.86000,108.86000,109.54000,-0.00815
19730511,109.49000,109.49000,107.70000,108.17000,-0.01251
19730514,107.74000,107.74000,105.52000,105.90000,-0.02099
19730515,105.90000,107.16000,104.12000,106.57000,0.00633
19730516,106.57000,107.61000,105.49000,106.43000,-0.00131
19730517,106.43000,106.82000,105.15000,105.56000,-0.00817
19730518,105.41000,105.41000,103.18000,103.86000,-0.01610
19730521,103.77000,103.77000,101.36000,102.73000,-0.01088
19730522,102.73000,105.04000,102.58000,103.58000,0.00827
19730523,103.58000,105.10000,102.82000,104.07000,0.00473
19730524,104.07000,107.44000,103.59000,107.14000,0.02950
19730525,107.14000,108.86000,106.08000,107.94000,0.00747
19730529,107.94000,108.58000,106.77000,107.51000,-0.00398
19730530,107.51000,107.64000,105.48000,105.91000,-0.01488
19730531,105.91000,106.30000,104.35000,104.95000,-0.00906
19730601,104.95000,105.04000,103.31000,103.93000,-0.00972
19730604,103.93000,103.98000,102.33000,102.97000,-0.00924
19730605,102.97000,105.27000,102.61000,104.62000,0.01602
19730606,104.62000,105.78000,103.60000,104.31000,-0.00296
19730607,104.31000,106.39000,104.19000,105.84000,0.01467
19730608,105.84000,107.75000,105.60000,107.03000,0.01124
19730611,107.03000,107.79000,106.11000,106.70000,-0.00308
19730612,106.70000,108.78000,106.40000,108.29000,0.01490
19730613,108.29000,109.52000,107.08000,107.60000,-0.00637
19730614,107.60000,108.27000,105.83000,106.40000,-0.01115
19730615,106.21000,106.21000,104.37000,105.10000,-0.01222
19730618,104.96000,104.96000,103.08000,103.60000,-0.01427
19730619,103.60000,104.96000,102.46000,103.99000,0.00376
19730620,103.99000,105.13000,103.51000,104.44000,0.00433
19730621,104.44000,104.77000,102.84000,103.21000,-0.01178
19730622,103.21000,105.66000,103.07000,103.70000,0.00475
19730625,103.64000,103.64000,101.71000,102.25000,-0.01398
19730626,102.25000,103.78000,101.45000,103.30000,0.01027
19730627,103.30000,104.23000,102.29000,103.62000,0.00310
19730628,103.62000,105.17000,103.18000,104.69000,0.01033
19730629,104.69000,105.30000,103.68000,104.26000,-0.00411
19730702,104.10000,104.10000,102.44000,102.90000,-0.01304
19730703,102.90000,103.02000,101.14000,101.87000,-0.01001
19730705,101.87000,102.48000,100.80000,101.78000,-0.00088
19730706,101.78000,102.22000,100.67000,101.28000,-0.00491
19730709,101.28000,102.45000,100.44000,102.14000,0.00849
19730710,102.26000,104.20000,102.26000,103.52000,0.01351
19730711,103.64000,106.21000,103.64000,105.80000,0.02202
19730712,105.80000,106.62000,104.38000,105.50000,-0.00284
19730713,105.50000,105.80000,103.66000,104.09000,-0.01336
19730716,104.09000,106.01000,103.42000,105.67000,0.01518
19730717,105.67000,107.28000,104.99000,105.72000,0.00047
19730718,105.72000,107.05000,104.73000,106.35000,0.00596
19730719,106.35000,107.58000,105.06000,106.55000,0.00188
19730720,106.55000,108.02000,105.95000,107.14000,0.00554
19730723,107.14000,108.42000,106.54000,107.52000,0.00355
19730724,107.52000,108.63000,106.31000,108.14000,0.00577
19730725,108.14000,110.76000,107.92000,109.64000,0.01387
19730726,109.64000,111.04000,108.51000,109.85000,0.00192
19730727,109.85000,110.49000,108.70000,109.59000,-0.00237
19730730,109.59000,110.12000,108.24000,109.25000,-0.00310
19730731,109.25000,110.09000,107.89000,108.22000,-0.00943
19730801,108.17000,108.17000,106.29000,106.83000,-0.01284
19730802,106.83000,107.38000,105.51000,106.67000,-0.00150
19730803,106.67000,107.17000,105.68000,106.49000,-0.00169
19730806,106.49000,107.54000,105.45000,106.73000,0.00225
19730807,106.73000,107.57000,105.87000,106.55000,-0.00169
19730808,106.55000,106.73000,105.04000,105.55000,-0.00939
19730809,105.55000,106.65000,104.89000,105.61000,0.00057
19730810,105.61000,106.03000,104.21000,104.77000,-0.00795
19730813,104.77000,104.83000,103.13000,103.71000,-0.01012
19730814,103.71000,104.29000,102.34000,102.71000,-0.00964
19730815,102.71000,103.79000,101.92000,103.01000,0.00292
19730816,103.01000,103.97000,101.85000,102.29000,-0.00699
19730817,102.29000,102.98000,101.38000,102.31000,0.00020
19730820,102.31000,102.54000,101.11000,101.61000,-0.00684
19730821,101.61000,102.10000,100.51000,100.89000,-0.00709
19730822,100.89000,101.39000,99.74000,100.53000,-0.00357
19730823,100.62000,102.50000,100.62000,101.91000,0.01373
19730824,101.91000,102.65000,100.88000,101.62000,-0.00285
19730827,101.62000,102.82000,101.09000,102.42000,0.00787
19730828,102.42000,103.66000,102.06000,103.02000,0.00586
19730829,103.02000,104.92000,102.69000,104.03000,0.00980
19730830,104.03000,104.84000,103.29000,103.88000,-0.00144
19730831,103.88000,104.72000,103.15000,104.25000,0.00356
19730904,104.25000,105.35000,103.60000,104.51000,0.00249
19730905,104.51000,105.33000,103.60000,104.64000,0.00124
19730906,104.64000,105.95000,104.05000,105.15000,0.00487
19730907,105.15000,105.87000,104.04000,104.76000,-0.00371
19730910,104.76000,105.12000,103.33000,103.85000,-0.00869
19730911,103.85000,104.09000,102.13000,103.22000,-0.00607
19730912,103.22000,103.98000,102.15000,103.06000,-0.00155
19730913,103.06000,104.09000,102.37000,103.36000,0.00291
19730914,103.36000,104.75000,102.66000,104.44000,0.01045
19730917,104.44000,105.41000,103.21000,104.15000,-0.00278
19730918,104.15000,104.62000,102.41000,103.77000,-0.00365
19730919,103.80000,106.43000,103.80000,105.88000,0.02033
19730920,105.88000,107.55000,105.32000,106.76000,0.00831
19730921,106.76000,108.02000,105.43000,107.20000,0.00412
19730924,107.20000,108.36000,106.21000,107.36000,0.00149
19730925,107.36000,108.79000,106.50000,108.05000,0.00643
19730926,108.05000,109.61000,107.43000,108.83000,0.00722
19730927,108.83000,110.45000,108.02000,109.08000,0.00230
19730928,109.08000,109.42000,107.48000,108.43000,-0.00596
19731001,108.43000,108.98000,107.08000,108.21000,-0.00203
19731002,108.21000,109.46000,107.48000,108.79000,0.00536
19731003,108.79000,109.95000,107.74000,108.78000,-0.00009
19731004,108.78000,109.53000,107.30000,108.41000,-0.00340
19731005,108.41000,110.46000,107.76000,109.85000,0.01328
19731008,109.85000,110.93000,108.02000,110.23000,0.00346
19731009,110.23000,111.19000,109.05000,110.13000,-0.00091
19731010,110.13000,111.31000,108.51000,109.22000,-0.00826
19731011,109.22000,111.77000,108.96000,111.09000,0.01712
19731012,111.09000,112.82000,110.52000,111.44000,0.00315
19731015,111.32000,111.32000,109.29000,110.05000,-0.01247
19731016,110.05000,110.80000,108.50000,110.19000,0.00127
19731017,110.19000,111.41000,109.19000,109.97000,-0.00200
19731018,109.97000,111.43000,108.97000,110.01000,0.00036
19731019,110.01000,111.56000,109.30000,110.22000,0.00191
19731022,110.22000,110.56000,108.18000,109.16000,-0.00962
19731023,109.16000,110.91000,107.40000,109.75000,0.00540
19731024,109.75000,110.98000,109.03000,110.27000,0.00474
19731025,110.27000,111.33000,108.85000,110.50000,0.00209
19731026,110.50000,112.31000,110.08000,111.38000,0.00796
19731029,111.38000,112.56000,110.52000,111.15000,-0.00206
19731030,111.15000,111.30000,108.95000,109.33000,-0.01637
19731031,109.33000,109.82000,107.64000,108.29000,-0.00951
19731101,108.29000,109.20000,106.88000,107.69000,-0.00554
19731102,107.69000,108.35000,106.33000,107.07000,-0.00576
19731105,106.97000,106.97000,104.87000,105.52000,-0.01448
19731106,105.52000,107.00000,104.52000,104.96000,-0.00531
19731107,104.96000,106.72000,104.53000,105.80000,0.00800
19731108,106.10000,108.45000,106.10000,107.02000,0.01153
19731109,107.02000,107.27000,104.77000,105.30000,-0.01607
19731112,105.30000,105.75000,103.12000,104.44000,-0.00817
19731113,104.44000,105.42000,102.91000,104.36000,-0.00077
19731114,104.36000,105.25000,101.87000,102.45000,-0.01830
19731115,102.45000,103.85000,100.69000,102.43000,-0.00020
19731116,102.43000,105.41000,101.77000,103.88000,0.01416
19731119,103.65000,103.65000,100.37000,100.71000,-0.03052
19731120,100.65000,100.65000,97.64000,98.66000,-0.02036
19731121,98.66000,101.33000,97.87000,99.76000,0.01115
19731123,99.76000,100.49000,98.59000,99.44000,-0.00321
19731126,98.64000,98.64000,95.79000,96.58000,-0.02876
19731127,96.58000,97.70000,94.88000,95.70000,-0.00911
19731128,95.70000,98.40000,95.22000,97.65000,0.02038
19731129,97.65000,98.72000,96.01000,97.31000,-0.00348
19731130,97.31000,97.55000,95.40000,95.96000,-0.01387
19731203,95.83000,95.83000,92.92000,93.90000,-0.02147
19731204,93.90000,95.23000,92.60000,93.59000,-0.00330
19731205,93.59000,93.93000,91.55000,92.16000,-0.01528
19731206,92.16000,94.89000,91.68000,94.42000,0.02452
19731207,94.49000,97.58000,94.49000,96.51000,0.02214
19731210,96.51000,98.58000,95.44000,97.95000,0.01492
19731211,97.95000,99.09000,95.62000,96.04000,-0.01950
19731212,95.52000,95.52000,92.90000,93.57000,-0.02572
19731213,93.57000,94.68000,91.64000,92.38000,-0.01272
19731214,92.38000,94.53000,91.05000,93.29000,0.00985
19731217,93.29000,94.00000,91.87000,92.75000,-0.00579
19731218,92.75000,95.41000,92.18000,94.74000,0.02146
19731219,94.74000,96.83000,93.81000,94.82000,0.00084
19731220,94.82000,96.26000,93.51000,94.55000,-0.00285
19731221,94.55000,95.11000,92.70000,93.54000,-0.01068
19731224,93.54000,93.77000,91.68000,92.90000,-0.00684
19731226,93.87000,96.52000,93.87000,95.74000,0.03057
19731227,96.00000,98.53000,96.00000,97.74000,0.02089
19731228,97.74000,98.76000,96.41000,97.54000,-0.00205
19731231,97.54000,98.30000,95.95000,97.55000,0.00010
19740102,97.55000,98.38000,96.25000,97.68000,0.00133
19740103,98.02000,100.94000,98.02000,99.80000,0.02170
19740104,99.80000,100.70000,97.70000,98.90000,-0.00902
19740107,98.90000,99.31000,96.86000,98.07000,-0.00839
19740108,98.07000,98.26000,95.58000,96.12000,-0.01988
19740109,95.40000,95.40000,92.63000,93.42000,-0.02809
19740110,93.42000,94.63000,91.62000,92.39000,-0.01103
19740111,92.39000,94.57000,91.75000,93.66000,0.01375
19740114,93.66000,95.24000,92.35000,93.42000,-0.00256
19740115,93.42000,95.26000,92.84000,94.23000,0.00867
19740116,94.23000,96.20000,93.78000,95.67000,0.01528
19740117,95.67000,98.35000,95.67000,97.30000,0.01704
19740118,97.30000,97.63000,95.00000,95.56000,-0.01788
19740121,95.56000,95.96000,93.23000,95.40000,-0.00167
19740122,95.40000,97.41000,94.92000,96.55000,0.01205
19740123,96.55000,98.11000,95.88000,97.07000,0.00539
19740124,97.07000,97.75000,95.49000,96.82000,-0.00258
19740125,96.82000,97.64000,95.68000,96.63000,-0.00196
19740128,96.63000,97.32000,95.37000,96.09000,-0.00559
19740129,96.09000,96.81000,94.97000,96.01000,-0.00083
19740130,96.02000,97.90000,96.02000,97.06000,0.01094
19740131,97.06000,98.06000,96.11000,96.57000,-0.00505
19740201,96.57000,96.63000,94.66000,95.32000,-0.01294
19740204,94.89000,94.89000,92.74000,93.29000,-0.02130
19740205,93.29000,94.17000,92.26000,93.00000,-0.00311
19740206,93.00000,94.09000,92.37000,93.26000,0.00280
19740207,93.26000,94.09000,92.43000,93.30000,0.00043
19740208,93.30000,93.79000,91.87000,92.33000,-0.01040
19740211,92.33000,92.54000,90.26000,90.66000,-0.01809
19740212,90.66000,91.60000,89.53000,90.94000,0.00309
19740213,90.94000,92.13000,90.37000,90.98000,0.00044
19740214,90.98000,91.89000,90.17000,90.95000,-0.00033
19740215,90.95000,92.98000,90.62000,92.27000,0.01451
19740219,92.27000,94.44000,91.68000,92.12000,-0.00163
